 Date,Campaign_Source,Video_ID,Category,Subcategory,Presenter,RPV,TotalViews,ViewsOffsite,ViewsOnsite,GrossRevenue,TotalUnitsSold,TotalSecondsViewed,SecondsViewedOffsite,SecondsViewedOnsite,SalePrice
12/7/15,syndication-aol-hp-test,2132,Beauty,Makeup,Mikaela South,0.04,4668,4628,40,168,6,306420,304093,2327,28
12/6/15,syndication-aol-hp-test,796,Home,Kitchen & Food,Keylee Sanders,0.02,23666,23480,186,551,19,1494830,1481226,13604,29
12/6/15,syndication-aol-hp-test,2484,Accessories,Shoes,Zoe Ruderman,0.1,12505,12492,13,1200,15,556949,556445,504,80
12/6/15,syndication-aol-hp-test,2589,Accessories,Bags,Zoe Ruderman,0.37,1362,1007,355,507,13,65700,48327,17373,39
12/6/15,syndication-aol-hp-test,2582,Health & Fitness,Hydration,Zoe Ruderman,0.97,5248,5210,38,5100,132,318978,316901,2077,38.64
12/5/15,syndication-aol-hp-test,2613,Accessories,Bags,Marcy McKenna,0.47,1260,1190,70,588,12,73739,69293,4446,49
12/5/15,syndication-aol-hp-test,2585,Apparel,Outerwear,Tienlyn Jacobson,0.33,5806,5463,343,1888,32,261730,244498,17232,59
12/4/15,syndication-aol-hp-test,2403,Apparel,Outerwear,Zoe Ruderman,0.29,1247,1212,35,358,2,65479,63696,1783,179
12/4/15,syndication-aol-hp-test,2582,Health & Fitness,Hydration,Zoe Ruderman,0.98,1118,1073,45,1095,29,62139,59639,2500,37.76
12/4/15,syndication-aol-hp-test,2580,Apparel,Tops,Alison Deyette,0.14,1366,1320,46,196,4,47294,45402,1892,49
12/4/15,syndication-aol-hp-test,2613,Accessories,Bags,Marcy McKenna,0.35,20837,20288,549,7301,149,1217169,1185735,31434,49
12/3/15,syndication-aol-hp-test,2580,Apparel,Tops,Alison Deyette,0.18,1994,1467,527,354,7,79865,56856,23009,50.57
12/3/15,syndication-aol-hp-test,2577,Accessories,Fashion Jewelry,Lindsay Albanese,0.11,1043,972,71,118,2,29657,26359,3298,59
12/3/15,syndication-aol-hp-test,2547,Beauty,Skincare,Susan Yara,0.24,1834,1806,28,442,116,80409,79242,1167,3.81
12/3/15,syndication-aol-hp-test,2582,Health & Fitness,Hydration,Zoe Ruderman,0.75,20711,20180,531,15595,405,1167062,1140683,26379,38.51
12/2/15,syndication-aol-hp-test,2074,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.7,2848,2736,112,2006,34,102201,98031,4170,59
12/2/15,syndication-aol-hp-test,2547,Beauty,Skincare,Susan Yara,0.09,8808,8714,94,830,254,365395,362062,3333,3.27
12/2/15,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.41,8538,8450,88,3466,25,440372,436281,4091,138.64
12/2/15,syndication-aol-hp-test,2577,Accessories,Fashion Jewelry,Lindsay Albanese,1.29,1828,1520,308,2360,40,77038,63904,13134,59
12/1/15,syndication-aol-hp-test,2574,Accessories,Bags,Tienlyn Jacobson,0.93,2471,2293,178,2301,39,113272,102680,10592,59
12/1/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.45,11070,10828,242,5004,36,503784,491912,11872,139
12/1/15,syndication-aol-hp-test,2074,Accessories,Fashion Jewelry,Tienlyn Jacobson,1.52,2063,1950,113,3127,53,77685,73084,4601,59
12/1/15,syndication-aol-hp-test,2576,Beauty,Skincare,Marisa Arendondo,0,1588,1327,261,0,0,66730,57487,9243,
12/1/15,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.37,28100,27875,225,10494,76,1374832,1364000,10832,138.08
11/30/15,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.98,1557,1514,43,1529,11,77282,74788,2494,139
11/30/15,syndication-aol-hp-test,2546,Home,Storage & Organization,Marcy McKenna,0.07,5385,5384,1,380,19,254650,254645,5,20
11/30/15,syndication-aol-hp-test,2492,Apparel,Outerwear,Zoe Ruderman,0.34,5979,5833,146,2047,23,244174,237054,7120,89
11/30/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.48,14011,13694,317,6672,48,626715,609841,16874,139
11/30/15,syndication-aol-hp-test,2568,Beauty,Tools,Jenny Patinkin,0,1037,1015,22,0,0,72670,70240,2430,
11/30/15,syndication-aol-hp-test,2493,Accessories,Fashion Jewelry,Lindsay Albanese,0.08,2589,2492,97,196,4,93177,88188,4989,49
11/30/15,syndication-aol-hp-test,1458,Beauty,Bath & Body,Zoe Ruderman,0.37,1107,1066,41,405,11,56302,53966,2336,36.82
11/29/15,syndication-aol-hp-test,2546,Home,Storage & Organization,Marcy McKenna,0.05,14449,14440,9,700,35,677116,676631,485,20
11/29/15,syndication-aol-hp-test,2357,Home,Storage & Organization,Marcy McKenna,0.13,1596,1595,1,200,8,84415,84345,70,25
11/29/15,syndication-aol-hp-test,1972,Accessories,Shoes,Marcy McKenna,0.16,6310,6194,116,1029,47,368527,362482,6045,21.89
11/29/15,syndication-aol-hp-test,2568,Beauty,Tools,Jenny Patinkin,0.1,8620,8382,238,858,2,621672,601239,20433,429
11/28/15,syndication-aol-hp-test,2132,Beauty,Makeup,Mikaela South,0.02,1169,1154,15,28,1,79835,78812,1023,28
11/28/15,syndication-aol-hp-test,2329,Health & Fitness,Hydration,Zoe Ruderman,0.79,1434,1373,61,1134,27,69826,67204,2622,42
11/28/15,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.32,12228,11730,498,3884,28,645679,617585,28094,138.71
11/28/15,syndication-aol-hp-test,2357,Home,Storage & Organization,Marcy McKenna,0.06,13298,13283,15,775,31,688624,688144,480,25
11/28/15,syndication-aol-hp-test,2561,Apparel,Sweaters,Tienlyn Jacobson,0.27,4629,4528,101,1239,21,221272,215482,5790,59
11/27/15,syndication-aol-hp-test,2562,Accessories,Bags,Lindsay Albanese,0.05,16939,16779,160,784,16,552917,546333,6584,49
11/27/15,syndication-aol-hp-test,2131,Home,Cleaning & Laundry Care,Marcy McKenna,0.06,4154,4133,21,252,8,223652,222284,1368,31.5
11/27/15,syndication-aol-hp-test,648,Health & Fitness,Nutrition & Detox,Mikaela South,0.09,1711,1654,57,159.96,4,71525,69433,2092,39.99
11/26/15,syndication-aol-hp-test,796,Home,Kitchen & Food,Keylee Sanders,0.02,12151,12057,94,232,8,749524,743433,6091,29
11/26/15,syndication-aol-hp-test,648,Health & Fitness,Nutrition & Detox,Mikaela South,0.12,12972,12550,422,1559.61,39,552046,535786,16260,39.99
11/26/15,syndication-aol-hp-test,2556,Beauty,Tools,Susan Yara,0.43,3744,3513,231,1617,33,214267,196606,17661,49
11/26/15,syndication-aol-hp-test,2131,Home,Cleaning & Laundry Care,Marcy McKenna,0.02,1595,1588,7,30,1,86973,86533,440,30
11/25/15,syndication-aol-hp-test,796,Home,Kitchen & Food,Keylee Sanders,0.03,24222,24044,178,667,23,1395754,1385084,10670,29
11/25/15,syndication-aol-hp-test,648,Health & Fitness,Nutrition & Detox,Mikaela South,0.13,5043,4865,178,679.83,17,206577,199959,6618,39.99
11/25/15,syndication-aol-hp-test,2552,Home,Storage & Organization,Daniel Musto,1.06,1508,1446,62,1593,27,71630,67741,3889,59
11/25/15,syndication-aol-hp-test,2424,Apparel,Outerwear,Zoe Ruderman,0.25,1579,1537,42,392,8,65649,63048,2601,49
11/25/15,syndication-aol-hp-test,2530,Home,Kitchen & Food,Marcy McKenna,0.28,1300,1280,20,360,9,76978,76037,941,40
11/25/15,syndication-aol-hp-test,2491,Accessories,Cold Weather Accessories,Zoe Ruderman,0.13,8884,8502,382,1170,30,366570,347053,19517,39
11/25/15,syndication-aol-hp-test,2132,Beauty,Makeup,Mikaela South,0.05,8967,8900,67,420,15,568044,564010,4034,28
11/24/15,syndication-aol-hp-test,2530,Home,Kitchen & Food,Marcy McKenna,0.22,5800,5754,46,1280,32,360201,357164,3037,40
11/24/15,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.17,11501,11331,170,1950,26,382957,376886,6071,75
11/24/15,syndication-aol-hp-test,2550,Apparel,Tops,Tienlyn Jacobson,0.14,3066,3029,37,429,11,105451,104181,1270,39
11/24/15,syndication-aol-hp-test,2409,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.49,1436,1422,14,702,9,41387,40963,424,78
11/24/15,syndication-aol-hp-test,2552,Home,Storage & Organization,Daniel Musto,1.07,11686,11263,423,12449,211,654126,627678,26448,59
11/23/15,syndication-aol-hp-test,1311,Accessories,Shoes,Zoe Ruderman,0.47,1106,1041,65,520,8,64093,60363,3730,65
11/23/15,syndication-aol-hp-test,2409,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.14,2294,2264,30,312,4,65660,64920,740,78
11/23/15,syndication-aol-hp-test,2288,Beauty,Skincare,Mikaela South,0.02,1289,1275,14,27,1,138414,136872,1542,27
11/23/15,syndication-aol-hp-test,2490,Beauty,Skincare,Zoe Ruderman,0.22,7004,6789,215,1536,32,373217,359417,13800,48
11/23/15,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.14,19219,18891,328,2700,36,639777,627430,12347,75
11/22/15,syndication-aol-hp-test,2546,Home,Storage & Organization,Marcy McKenna,0.08,8425,8408,17,700,35,433865,433010,855,20
11/20/15,syndication-aol-hp-test,2273,Accessories,Shoes,Tienlyn Jacobson,0,4226,4136,90,0,0,119979,117082,2897,
11/20/15,syndication-aol-hp-test,2286,Beauty,Makeup,Mikaela South,0.33,10438,10343,95,3453,72,974058,966250,7808,47.96
11/20/15,syndication-aol-hp-test,2539,Home,Home Decor,Marcy McKenna,1.29,2836,2820,16,3657,53,134688,133953,735,69
11/20/15,syndication-aol-hp-test,2312,Beauty,Skincare,Zoe Ruderman,0.45,1061,1045,16,475,5,44747,43996,751,95
11/19/15,syndication-aol-hp-test,2530,Home,Kitchen & Food,Marcy McKenna,0.34,13293,13132,161,4560,114,817921,807246,10675,40
11/19/15,syndication-aol-hp-test,2312,Beauty,Skincare,Zoe Ruderman,0.13,7358,7181,177,950,10,318699,308677,10022,95
11/19/15,syndication-aol-hp-test,1651,Beauty,Skincare,Jenny Patinkin,0.24,7544,7416,128,1810,15,530415,521253,9162,120.67
11/19/15,syndication-aol-hp-test,2488,Beauty,Skincare,Zoe Ruderman,0.1,1226,1196,30,120,6,64761,62609,2152,20
11/18/15,syndication-aol-hp-test,2385,Home,Storage & Organization,Marcy McKenna,0.64,5758,5689,69,3694.5,75,321695,317167,4528,49.26
11/18/15,syndication-aol-hp-test,2488,Beauty,Skincare,Zoe Ruderman,0.1,12247,11913,334,1240,62,630315,606259,24056,20
11/18/15,syndication-aol-hp-test,2530,Home,Kitchen & Food,Marcy McKenna,0.28,7452,7263,189,2080,52,465876,453323,12553,40
11/18/15,syndication-aol-hp-test,2524,Apparel,Dresses,Alison Deyette,0.05,1659,1630,29,79,1,52404,51134,1270,79
11/17/15,syndication-aol-hp-test,2385,Home,Storage & Organization,Marcy McKenna,0.41,15237,15053,184,6223,127,873179,863687,9492,49
11/17/15,syndication-aol-hp-test,2524,Apparel,Dresses,Alison Deyette,0.2,4322,3938,384,869,11,162104,145285,16819,79
11/17/15,syndication-aol-hp-test,2325,Home,Travel,Marcy McKenna,0.07,2426,2387,39,160,5,156981,154573,2408,32
11/17/15,syndication-aol-hp-test,2055,Accessories,Shoes,Zoe Ruderman,0.24,1441,1425,16,343,3,60585,60083,502,114.33
11/16/15,syndication-aol-hp-test,2528,Apparel,Sweaters,Tienlyn Jacobson,0.11,1061,735,326,116,4,45939,31655,14284,29
11/16/15,syndication-aol-hp-test,2487,Accessories,Bags,Zoe Ruderman,0.22,11274,11107,167,2516,37,510821,501511,9310,68
11/15/15,syndication-aol-hp-test,2572,Beauty,Tools,Zoe Ruderman,0.48,7912,7906,6,3762,38,536700,536306,394,99
11/15/15,syndication-aol-hp-test,2482,Apparel,Dresses,Zoe Ruderman,0,2746,2744,2,0,0,142565,142525,40,
11/15/15,syndication-aol-hp-test,2484,Accessories,Shoes,Zoe Ruderman,0.58,7197,7169,28,4160,52,361719,360666,1053,80
11/15/15,syndication-aol-hp-test,2463,Apparel,Denim,Daniel Musto,0,2998,2824,174,0,0,173048,160942,12106,
11/14/15,syndication-aol-hp-test,2516,Home,Storage & Organization,Marcy McKenna,1.91,11964,11679,285,22833,177,1261695,1243168,18527,129
11/14/15,syndication-aol-hp-test,2572,Beauty,Tools,Zoe Ruderman,0.14,5822,5816,6,792,8,415109,414578,531,99
11/13/15,syndication-aol-hp-test,2511,Accessories,Bags,Daniel Musto,0.1,2044,2019,25,196,2,84659,83421,1238,98
11/13/15,syndication-aol-hp-test,2514,Accessories,Cold Weather Accessories,Lindsay Albanese,0.06,3283,3213,70,203,7,200329,195408,4921,29
11/13/15,syndication-aol-hp-test,2572,Beauty,Tools,Zoe Ruderman,0.28,39972,39960,12,11286,114,2843003,2842197,806,99
11/12/15,syndication-aol-hp-test,2482,Apparel,Dresses,Zoe Ruderman,0.21,1100,1091,9,234,3,42224,41711,513,78
11/12/15,syndication-aol-hp-test,2483,Apparel,Sweaters,Zoe Ruderman,0.26,1616,1592,24,413,7,66888,65677,1211,59
11/12/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.11,1257,1218,39,139,1,58982,57080,1902,139
11/12/15,syndication-aol-hp-test,2514,Accessories,Cold Weather Accessories,Lindsay Albanese,0.09,10590,10305,285,934,32,629105,609650,19455,29.19
11/12/15,syndication-aol-hp-test,2506,Accessories,Hosiery,Alison Deyette,0.05,26306,25824,482,1340,67,1013036,995857,17179,20
11/11/15,syndication-aol-hp-test,2514,Accessories,Cold Weather Accessories,Lindsay Albanese,0.06,13836,12799,1037,783,27,832571,762550,70021,29
11/11/15,syndication-aol-hp-test,2483,Apparel,Sweaters,Zoe Ruderman,0.32,9499,9353,146,3028,51,408658,401871,6787,59.37
11/10/15,syndication-aol-hp-test,2329,Health & Fitness,Hydration,Zoe Ruderman,0.52,24448,23586,862,12600,300,1172839,1141498,31341,42
11/10/15,syndication-aol-hp-test,1979,Home,Cleaning & Laundry Care,Marcy McKenna,0.26,2548,2470,78,675,15,203049,196755,6294,45
11/9/15,syndication-aol-hp-test,2510,Accessories,Bags,Jamie Krell,0.19,5639,5347,292,1078,22,280972,264181,16791,49
11/9/15,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.11,12475,12219,256,1350,18,430819,421017,9802,75
11/9/15,syndication-aol-hp-test,2482,Apparel,Dresses,Zoe Ruderman,0.16,3748,3434,314,617.5,7,170438,154021,16417,88.21
11/9/15,syndication-aol-hp-test,1994,Accessories,Fashion Jewelry,Zoe Ruderman,0.18,2592,2578,14,464,8,117689,117219,470,58
11/9/15,syndication-aol-hp-test,873,Beauty,Skincare,Mikaela South,0.19,2681,2640,41,510,9,221754,218524,3230,56.67
11/9/15,syndication-aol-hp-test,1979,Home,Cleaning & Laundry Care,Marcy McKenna,0.16,3231,3139,92,509.5,11,271293,263320,7973,46.32
11/8/15,syndication-aol-hp-test,2215,Health & Fitness,Health & Wellness,Christine Bibbo Herr,0.1,1755,1714,41,173.97,3,76379,74712,1667,57.99
11/8/15,syndication-aol-hp-test,1994,Accessories,Fashion Jewelry,Zoe Ruderman,0.14,7154,7123,31,999,16,333550,332248,1302,62.44
11/8/15,syndication-aol-hp-test,2288,Beauty,Skincare,Mikaela South,0.27,1100,1088,12,294,11,122322,121358,964,26.73
11/8/15,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.08,13992,13716,276,1125,15,489936,478517,11419,75
11/8/15,syndication-aol-hp-test,2180,Home,Travel,Marcy McKenna,0.18,45292,43287,2005,8190.5,86,4460294,4303252,157042,95.24
11/7/15,syndication-aol-hp-test,2481,Apparel,Sweaters,Zoe Ruderman,0.1,7833,7788,45,754,13,322118,320222,1896,58
11/6/15,syndication-aol-hp-test,2273,Accessories,Shoes,Tienlyn Jacobson,0.11,4905,4839,66,534,3,164640,162592,2048,178
11/6/15,syndication-aol-hp-test,2465,Beauty,Skincare,Sandra Lee,0,1023,998,25,0,0,42933,41370,1563,
11/6/15,syndication-aol-hp-test,2503,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.13,6620,6264,356,833,17,208812,195659,13153,49
11/5/15,syndication-aol-hp-test,2499,Beauty,Skincare,Jenny Patinkin,0.52,2328,2296,32,1200,12,99649,98168,1481,100
11/5/15,syndication-aol-hp-test,2501,Apparel,Outerwear,Tienlyn Jacobson,0.32,5339,4970,369,1732,17,239709,218922,20787,101.88
11/4/15,syndication-aol-hp-test,2443,Accessories,Fashion Jewelry,Shalini Vadhera,0.18,5243,5243,0,952,14,202829,202829,0,68
11/4/15,syndication-aol-hp-test,2496,Apparel,Tops,Alison Deyette,0.1,1526,1480,46,147,3,50337,48262,2075,49
11/4/15,syndication-aol-hp-test,2441,Beauty,Tools,Zoe Ruderman,0,1413,1413,0,0,0,76038,76038,0,
11/4/15,syndication-aol-hp-test,2499,Beauty,Skincare,Jenny Patinkin,0.12,8084,7830,254,1000,10,345904,329330,16574,100
11/3/15,syndication-aol-hp-test,2480,Apparel,Dresses,Zoe Ruderman,0.29,1734,1696,38,508,6,73379,71214,2165,84.67
11/3/15,syndication-aol-hp-test,2496,Apparel,Tops,Alison Deyette,0.24,19877,19199,678,4762,96,705703,675996,29707,49.6
11/3/15,syndication-aol-hp-test,2494,Accessories,Fashion Jewelry,Marcellas Reynolds,0.07,1293,1266,27,90,1,119570,116814,2756,90
11/2/15,syndication-aol-hp-test,2454,Apparel,Outerwear,Zoe Ruderman,0.14,1295,1286,9,178,1,43977,43477,500,178
11/2/15,syndication-aol-hp-test,2480,Apparel,Dresses,Zoe Ruderman,0.32,17924,17454,470,5720,65,825268,803326,21942,88
11/1/15,syndication-aol-hp-test,2466,Apparel,Sweaters,Tienlyn Jacobson,0.25,6648,6540,108,1652,28,332255,327285,4970,59
11/1/15,syndication-aol-hp-test,2456,Accessories,Bags,Zoe Ruderman,0.51,1804,1768,36,928,16,93270,91785,1485,58
10/31/15,syndication-aol-hp-test,2456,Accessories,Bags,Zoe Ruderman,0.38,19784,19385,399,7598,131,982956,964095,18861,58
10/31/15,syndication-aol-hp-test,2454,Apparel,Outerwear,Zoe Ruderman,0.21,1675,1663,12,356,2,71331,70592,739,178
10/31/15,syndication-aol-hp-test,2113,Beauty,Skincare,Zoe Ruderman,0.09,2324,2276,48,199,1,162803,160118,2685,199
10/30/15,syndication-aol-hp-test,2461,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.17,1195,1145,50,203,7,34932,32957,1975,29
10/30/15,syndication-aol-hp-test,2113,Beauty,Skincare,Zoe Ruderman,0.46,12376,12208,168,5692,38,846843,835100,11743,149.79
10/30/15,syndication-aol-hp-test,2452,Home,Tech Accessories,Marcy McKenna,0,1128,1122,6,0,0,70356,69851,505,
10/30/15,syndication-aol-hp-test,2454,Apparel,Outerwear,Zoe Ruderman,0.23,22249,22053,196,5042,29,1024397,1016699,7698,173.86
10/29/15,syndication-aol-hp-test,2452,Home,Tech Accessories,Marcy McKenna,0,1738,1727,11,0,0,112270,111970,300,
10/29/15,syndication-aol-hp-test,2113,Beauty,Skincare,Zoe Ruderman,0.53,5551,5493,58,2960,20,373220,369845,3375,148
10/29/15,syndication-aol-hp-test,2297,Beauty,Tools,Marcy McKenna,0.13,10596,10505,91,1416,24,641272,635702,5570,59
10/29/15,syndication-aol-hp-test,2461,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.24,9688,9166,522,2283,78,318568,299078,19490,29.27
10/28/15,syndication-aol-hp-test,2390,Apparel,Tops,Grasie Mercedes,0.09,1777,1763,14,167.5,2,66417,65861,556,83.75
10/28/15,syndication-aol-hp-test,648,Health & Fitness,Nutrition & Detox,Mikaela South,0.14,10132,9662,470,1399.65,35,436588,419855,16733,39.99
10/28/15,syndication-aol-hp-test,,Apparel,Tops,Zoe Ruderman,0.14,7936,7458,478,1121,19,377321,349622,27699,59
10/28/15,syndication-aol-hp-test,2452,Home,Tech Accessories,Marcy McKenna,0.18,64358,64247,111,11698,233,3907761,3903052,4709,50.21
10/28/15,syndication-aol-hp-test,2464,Apparel,Dresses,Alison Deyette,0.12,1928,1863,65,237,3,60021,57167,2854,79
10/28/15,syndication-aol-hp-test,2313,Beauty,Tools,Marcy McKenna,0.24,2190,2175,15,522,8,105919,105031,888,65.25
10/27/15,syndication-aol-hp-test,1311,Accessories,Shoes,Zoe Ruderman,0.18,1074,1045,29,195,3,61192,59392,1800,65
10/27/15,syndication-aol-hp-test,2464,Apparel,Dresses,Alison Deyette,0.61,5040,4423,617,3079,39,180703,153471,27232,78.95
10/27/15,syndication-aol-hp-test,2195,Beauty,Skincare,Mikaela South,0,1217,1184,33,0,0,61071,59303,1768,
10/27/15,syndication-aol-hp-test,648,Health & Fitness,Nutrition & Detox,Mikaela South,0.12,12704,12125,579,1559.61,39,545501,524928,20573,39.99
10/27/15,syndication-aol-hp-test,2313,Beauty,Tools,Marcy McKenna,0.05,7790,7728,62,414,6,342994,339431,3563,69
10/26/15,syndication-aol-hp-test,2444,Beauty,Makeup,Susan Yara,0.15,1088,1086,2,160,4,50013,49927,86,40
10/26/15,syndication-aol-hp-test,1959,Beauty,Hair,Zoe Ruderman,0.41,5677,5590,87,2347,18,460599,454002,6597,130.39
10/26/15,syndication-aol-hp-test,796,Home,Kitchen & Food,Keylee Sanders,0,7334,7257,77,0,0,455722,450414,5308,
10/26/15,syndication-aol-hp-test,2453,Apparel,Tops,Tienlyn Jacobson,0.09,5007,4613,394,468,12,183744,165001,18743,39
10/26/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.22,6326,6185,141,1390,10,293277,286076,7201,139
10/26/15,syndication-aol-hp-test,2431,Beauty,Skincare,Sandra Lee,0.02,10151,10096,55,220,4,544156,541715,2441,55
10/25/15,syndication-aol-hp-test,2297,Beauty,Tools,Marcy McKenna,0.19,1581,1568,13,295,5,101222,100711,511,59
10/25/15,syndication-aol-hp-test,2450,Beauty,Bath & Body,Susan Yara,0.03,1386,1368,18,44,2,60303,59535,768,22
10/25/15,syndication-aol-hp-test,2399,Health & Fitness,Hydration,Zoe Ruderman,0.58,12792,12545,247,7476,178,896241,883868,12373,42
10/25/15,syndication-aol-hp-test,796,Home,Kitchen & Food,Keylee Sanders,0.01,49067,48675,392,638,22,3088441,3063468,24973,29
10/24/15,syndication-aol-hp-test,2444,Beauty,Makeup,Susan Yara,0.35,12733,12639,94,4400,200,720050,715881,4169,22
10/24/15,syndication-aol-hp-test,2396,Beauty,Skincare,Zoe Ruderman,0.16,1434,1415,19,236,4,63242,62038,1204,59
10/24/15,syndication-aol-hp-test,2436,Home,Storage & Organization,Marcy McKenna,0.03,2016,1987,29,57,3,107413,105928,1485,19
10/23/15,syndication-aol-hp-test,2399,Health & Fitness,Hydration,Zoe Ruderman,0.19,1996,1971,25,378,9,107373,106018,1355,42
10/23/15,syndication-aol-hp-test,2436,Home,Storage & Organization,Marcy McKenna,0.07,1138,1121,17,76,4,63619,62729,890,19
10/23/15,syndication-aol-hp-test,2396,Beauty,Skincare,Zoe Ruderman,0.24,20612,20544,68,4955,84,863303,859384,3919,58.99
10/23/15,syndication-aol-hp-test,2471,Beauty,Skincare,Zoe Ruderman,0.22,1043,1030,13,232,8,78124,76541,1583,29
10/22/15,syndication-aol-hp-test,2441,Beauty,Tools,Zoe Ruderman,0,1867,1867,0,0,0,101114,101114,0,
10/22/15,syndication-aol-hp-test,2070,Home,Kitchen & Food,Marcy McKenna,0.11,1125,1109,16,128,4,67507,66540,967,32
10/22/15,syndication-aol-hp-test,2471,Beauty,Skincare,Zoe Ruderman,0.27,16229,16206,23,4321,149,1192700,1190431,2269,29
10/22/15,syndication-aol-hp-test,2348,Home,Storage & Organization,Marcy McKenna,0.11,7477,7347,130,815,22,534695,527237,7458,37.05
10/21/15,syndication-aol-hp-test,1824,Beauty,Skincare,Tracy O'Connor,0.27,9852,9843,9,2700,36,522709,522158,551,75
10/21/15,syndication-aol-hp-test,1311,Accessories,Shoes,Zoe Ruderman,0.33,7224,7001,223,2405,37,415607,404199,11408,65
10/21/15,syndication-aol-hp-test,2070,Home,Kitchen & Food,Marcy McKenna,0.05,13531,13284,247,736,23,776921,764207,12714,32
10/20/15,syndication-aol-hp-test,2441,Beauty,Tools,Zoe Ruderman,0.16,19752,19752,0,3233,33,1192194,1192194,0,97.97
10/20/15,syndication-aol-hp-test,2429,Apparel,Denim,Zoe Ruderman,0.19,2111,2105,6,392,4,89595,89307,288,98
10/20/15,syndication-aol-hp-test,1660,Beauty,Hair,Tracy O'Connor,0.22,9346,8963,383,2025,45,524138,498203,25935,45
10/20/15,syndication-aol-hp-test,1311,Accessories,Shoes,Zoe Ruderman,0.25,8946,8717,229,2210,34,536002,522104,13898,65
10/19/15,syndication-aol-hp-test,1660,Beauty,Hair,Tracy O'Connor,0.16,20112,19148,964,3254,72,1136980,1076182,60798,45.19
10/19/15,syndication-aol-hp-test,2266,Beauty,Oral Care,Zoe Ruderman,0.18,9767,9570,197,1800,8,597897,586502,11395,225
10/19/15,syndication-aol-hp-test,2437,Apparel,Sweaters,Zoe Ruderman,0.39,6822,6565,257,2640,30,290757,278857,11900,88
10/19/15,syndication-aol-hp-test,1979,Home,Cleaning & Laundry Care,Marcy McKenna,0.12,3318,3214,104,405,9,256161,249536,6625,45
10/18/15,syndication-aol-hp-test,2266,Beauty,Oral Care,Zoe Ruderman,0.09,31994,31447,547,3035,15,1981901,1950913,30988,202.33
10/18/15,syndication-aol-hp-test,2276,Apparel,Tops,Alison Deyette,0.28,1011,1008,3,284,4,39657,39572,85,71
10/18/15,syndication-aol-hp-test,873,Beauty,Skincare,Mikaela South,0.07,1123,1110,13,80,1,71205,69892,1313,80
10/18/15,syndication-aol-hp-test,2351,Accessories,Bags,Zoe Ruderman,0.57,5169,5026,143,2965.5,38,279965,273370,6595,78.04
10/17/15,syndication-aol-hp-test,2429,Apparel,Denim,Zoe Ruderman,0.61,9386,9362,24,5684,58,514585,513506,1079,98
10/16/15,syndication-aol-hp-test,2294,Home,Storage & Organization,Marcy McKenna,0.13,10751,10630,121,1365,49,659141,652290,6851,27.86
10/16/15,syndication-aol-hp-test,2432,Accessories,Bags,Jamie Krell,0.34,7193,6829,364,2447,41,430148,408654,21494,59.68
10/16/15,syndication-aol-hp-test,2399,Health & Fitness,Hydration,Zoe Ruderman,0.3,12557,12251,306,3822,91,787945,774450,13495,42
10/15/15,syndication-aol-hp-test,,Beauty,Makeup,Susan Yara,0,1133,1105,28,0,0,60517,59299,1218,
10/15/15,syndication-aol-hp-test,2428,Apparel,Sweaters,Lindsay Albanese,0.68,10230,9832,398,7007,143,343864,329119,14745,49
10/15/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.37,1869,1807,62,695,5,82464,79357,3107,139
10/15/15,syndication-aol-hp-test,2294,Home,Storage & Organization,Marcy McKenna,0.09,13318,13213,105,1150,38,814880,808917,5963,30.26
10/15/15,syndication-aol-hp-test,2403,Apparel,Outerwear,Zoe Ruderman,0.29,1224,1122,102,358,2,52242,46788,5454,179
10/14/15,syndication-aol-hp-test,2326,Home,Kitchen & Food,Marcy McKenna,0.15,7320,7055,265,1125,21,511707,499656,12051,53.57
10/14/15,syndication-aol-hp-test,2403,Apparel,Outerwear,Zoe Ruderman,0.64,11315,10515,800,7258,41,618354,566869,51485,177.02
10/14/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.4,10440,10239,201,4170,30,474562,463999,10563,139
