"ID","Address","DateOfSale","SalePrice","IsAStudio","Beds","Baths","Size","LotSize","BuiltInYear"
15157040,"1939 Quesada Ave, San Francisco, CA","11/13/15","0.705","0.0","2.0","1.5","875.0","2831.0","1947.0"
15157054,"19 Bridgeview Dr, San Francisco, CA","12/31/15","0.64","0.0","3.0","2.0","1092.0","2062.0","1944.0"
15157208,"1574 Shafter Ave, San Francisco, CA","12/18/15","0.4","0.0","","1.0","1422.0","2495.0","1921.0"
15157264,"1731-1733 Revere Ave, San Francisco, CA","12/11/15","0.553","0.0","","1.0","800.0","1500.0","1908.0"
15157891,"61 Waterville St, San Francisco, CA","12/22/15","0.768","0.0","","7.0","1734.0","2495.0","1912.0"
15157943,"15 Scotia Ave, San Francisco, CA","11/16/15","0.868","0.0","3.0","2.0","1482.0","2417.0","1936.0"
15158058,"2015 Thomas Ave, San Francisco, CA","12/4/15","0.75","0.0","3.0","1.0","1512.0","2796.0","1941.0"
15158124,"2058 Thomas Ave, San Francisco, CA","12/4/15","0.6","0.0","2.0","1.0","1222.0","1972.0","1941.0"
15158253,"1554 Van Dyke Ave, San Francisco, CA","12/21/15","0.7","0.0","","1.0","1375.0","2495.0","1939.0"
15158905,"28 Williams Ave, San Francisco, CA","1/3/16","0.66","0.0","2.0","2.0","1250.0","1250.0","1930.0"
15159016,"2076 Carroll Ave, San Francisco, CA","12/17/15","0.197","0.0","","1.0","735.0","2495.0","1908.0"
15159044,"2091 Bancroft Ave, San Francisco, CA","11/19/15","0.86","0.0","4.0","3.0","2350.0","2613.0","1992.0"
15159610,"3455 Keith St, San Francisco, CA","12/16/15","0.403","0.0","","1.0","1125.0","1925.0","1924.0"
15159823,"630 Precita Ave, San Francisco, CA","11/19/15","1.08","0.0","3.0","1.0","1675.0","3750.0","1905.0"
15159831,"684 Precita Ave, San Francisco, CA","12/7/15","1.71","0.0","4.0","3.0","2459.0","2495.0","1913.0"
15159837,"1650-1652 Florida St, San Francisco, CA","12/1/15","0.97","0.0","","2.0","2312.0","3125.0","1904.0"
15159894,"51 Mirabel Ave, San Francisco, CA","12/8/15","1.32","0.0","2.0","1.0","875.0","3197.0","1900.0"
15159949,"256-258 Precita Ave, San Francisco, CA","11/30/15","0.85","0.0","","2.0","1700.0","1873.0","1910.0"
15160348,"249 Mullen Ave, San Francisco, CA","12/18/15","1.02","0.0","2.0","2.0","1275.0","1746.0","1907.0"
15160369,"123 Peralta Ave, San Francisco, CA","11/23/15","1.22","0.0","2.0","1.0","800.0","1750.0","1908.0"
15160509,"233 Franconia St, San Francisco, CA","12/15/15","1.59","0.0","3.0","","1594.0","4253.0","1964.0"
15161351,"157 Winfield St, San Francisco, CA","12/18/15","1.15","1.0","","","1375.0","1742.0","1907.0"
15161389,"199 Elsie St, San Francisco, CA","12/16/15","0.9","0.0","","1.0","1010.0","1393.0","1931.0"
15161653,"79 Bradford St, San Francisco, CA","12/2/15","0.875","0.0","2.0","2.0","900.0","1751.0","1933.0"
15161660,"73 Carver St, San Francisco, CA","11/30/15","1.52","0.0","3.0","2.0","1325.0","1750.0","1951.0"
15161805,"183 Bocana St, San Francisco, CA","11/17/15","1.1","0.0","","1.0","1275.0","2500.0","1922.0"
15161979,"3660 Folsom St, San Francisco, CA","12/1/15","1.95","0.0","3.0","3.0","650.0","1750.0","1902.0"
15162350,"204 Anderson St, San Francisco, CA","12/2/15","1.43","0.0","2.0","2.0","1140.0","1746.0","1928.0"
15162353,"222 Anderson St, San Francisco, CA","11/24/15","1.3","0.0","2.0","1.0","1280.0","1742.0","1906.0"
15162638,"116 Eugenia Ave, San Francisco, CA","11/24/15","0.975","0.0","2.0","1.0","1075.0","1751.0","1900.0"
15162879,"270 Nevada St, San Francisco, CA","12/30/15","2.08","0.0","3.0","4.0","2371.0","1742.0","1900.0"
15163177,"450 Prentiss St, San Francisco, CA","12/10/15","0.999","0.0","2.0","1.0","1070.0","1751.0","1926.0"
15163205,"3942 Folsom St, San Francisco, CA","12/2/15","1.8","0.0","3.0","2.5","860.0","1742.0","1908.0"
15163213,"3990 Folsom St, San Francisco, CA","11/25/15","1.55","0.0","3.0","2.0","1200.0","1751.0","1968.0"
15163518,"201 Holly Park Cir, San Francisco, CA","12/28/15","0.255","0.0","3.0","2.0","2250.0","1712.0","1910.0"
15163654,"281 Richland Ave, San Francisco, CA","11/24/15","1.0","0.0","3.0","2.0","1300.0","1937.0","1900.0"
15163807,"554 Anderson St, San Francisco, CA","1/22/16","0.92","0.0","2.0","1.0","1015.0","1751.0","1910.0"
15163943,"580 Prentiss St, San Francisco, CA","12/3/15","0.95","0.0","2.0","1.0","918.0","1750.0","1951.0"
15163952,"412 Nevada St, San Francisco, CA","12/8/15","0.725","0.0","2.0","1.0","1150.0","1750.0","1916.0"
15164106,"4142 Folsom St, San Francisco, CA","11/12/15","1.32","0.0","2.0","2.0","1156.0","1750.0","1996.0"
15164191,"650 Anderson St, San Francisco, CA","11/17/15","1.05","0.0","","1.0","1000.0","1751.0","1927.0"
15164199,"501 Crescent Ave, San Francisco, CA","12/31/15","0.87","1.0","","","960.0","1751.0","1905.0"
15164877,"4021 Mission St, San Francisco, CA","12/11/15","1.05","0.0","2.0","1.0","1239.0","2495.0","1941.0"
15165309,"676 Sweeny St, San Francisco, CA","12/18/15","0.72","0.0","2.0","1.0","850.0","2439.0","1942.0"
15165568,"47 Colby St, San Francisco, CA","12/3/15","1.04","0.0","2.0","1.0","1655.0","2622.0","1937.0"
15165652,"374 Hale St, San Francisco, CA","12/22/15","0.467","0.0","2.0","1.0","1044.0","2173.0","1927.0"
15165922,"95 Stoneyford Ave, San Francisco, CA","1/25/16","0.91","0.0","3.0","2.0","1400.0","2208.0","1942.0"
15165953,"14 Stoneyford Ave, San Francisco, CA","1/5/16","0.65","0.0","3.0","1.0","1158.0","2291.0","1942.0"
15166004,"26 Stoneybrook Ave, San Francisco, CA","12/31/15","0.7","0.0","2.0","1.0","862.0","2151.0","1942.0"
15166222,"387-389 Silver Ave, San Francisco, CA","12/29/15","0.3175","0.0","","2.0","2750.0","2491.0","1910.0"
15166257,"52 Maynard St, San Francisco, CA","12/4/15","0.9005","0.0","4.0","3.0","2064.0","2949.0","1979.0"
15166601,"412 Pioche St, San Francisco, CA","12/7/15","0.71","0.0","1.0","1.0","890.0","1097.0","1942.0"
15167071,"131 Brussels St, San Francisco, CA","12/18/15","1.25","0.0","4.0","3.0","2269.0","2761.0","1916.0"
15167131,"155 Somerset St, San Francisco, CA","11/20/15","0.975","0.0","2.0","1.0","1550.0","3000.0","1937.0"
15167958,"134 Naples St, San Francisco, CA","12/8/15","0.6475","0.0","2.0","1.0","1125.0","2495.0","1925.0"
15168004,"130 Vienna St, San Francisco, CA","12/21/15","0.95","0.0","4.0","3.0","1853.0","2500.0","1907.0"
15168015,"180 Vienna St, San Francisco, CA","12/7/15","0.191","0.0","","1.0","432.0","2495.0","1904.0"
15168186,"888 Peru Ave, San Francisco, CA","12/8/15","0.975","0.0","4.0","3.0","1590.0","2375.0","1931.0"
15168244,"332 Gambier St, San Francisco, CA","12/7/15","0.95","0.0","3.0","1.0","1435.0","2996.0","1910.0"
15168424,"238 Princeton St, San Francisco, CA","11/12/15","0.97","0.0","","2.0","2028.0","2975.0","1958.0"
15169434,"184 London St, San Francisco, CA","12/9/15","0.52","0.0","3.0","1.0","750.0","2495.0","1910.0"
15170366,"558 Brussels St, San Francisco, CA","12/18/15","1.0","0.0","","2.0","1500.0","","1971.0"
15170571,"182 Prague St, San Francisco, CA","11/20/15","0.855","0.0","2.0","1.0","1125.0","1742.0","1930.0"
15170822,"445 Persia Ave, San Francisco, CA","12/30/15","0.95","0.0","4.0","2.0","1435.0","2613.0","1955.0"
15171058,"437 London St, San Francisco, CA","12/17/15","0.76","0.0","2.0","1.0","900.0","2495.0","1925.0"
15171998,"1150 Bowdoin St, San Francisco, CA","11/16/15","0.77","0.0","3.0","1.0","924.0","2996.0","1951.0"
15172663,"50 Ankeny St, San Francisco, CA","12/7/15","0.98","0.0","3.0","3.0","2264.0","2614.0","1976.0"
15172689,"1015 Goettingen St, San Francisco, CA","12/29/15","0.88","0.0","3.0","2.0","1500.0","1751.0","1954.0"
15172839,"1132 Goettingen St, San Francisco, CA","12/15/15","0.85","0.0","4.0","2.5","1586.0","1742.0","1947.0"
15173186,"3524-3526 San Bruno Ave, San Francisco, CA","11/17/15","0.934","0.0","5.0","2.0","2250.0","1668.0","1908.0"
15173285,"31 Alpha St, San Francisco, CA","12/16/15","0.05","0.0","4.0","3.0","2325.0","2500.0","1900.0"
15173423,"187 Tucker Ave, San Francisco, CA","12/23/15","0.639","0.0","3.0","1.0","1060.0","2500.0","1949.0"
15173647,"547 Campbell Ave, San Francisco, CA","12/8/15","0.6","0.0","3.0","1.0","1030.0","2495.0","1944.0"
15173656,"227 Delta St, San Francisco, CA","12/18/15","0.642","0.0","3.0","1.0","825.0","1498.0","1958.0"
15173965,"200 Raymond Ave, San Francisco, CA","11/13/15","0.81","0.0","4.0","3.0","1953.0","2495.0","1925.0"
15174292,"51 Peabody St, San Francisco, CA","12/22/15","0.588","0.0","","2.0","1525.0","2639.0","1940.0"
15174728,"660 Naples St, San Francisco, CA","12/18/15","0.2425","0.0","","1.0","800.0","2500.0","1912.0"
15174828,"666 Athens St, San Francisco, CA","11/13/15","0.678","0.0","","1.0","1250.0","2495.0","1950.0"
15175282,"128-130 Cora St, San Francisco, CA","11/10/15","0.023","0.0","2.0","2.0","832.0","3646.0","1917.0"
15176077,"797 Athens St, San Francisco, CA","11/18/15","0.57","0.0","2.0","1.0","925.0","2613.0","1908.0"
15176538,"701 Paris St, San Francisco, CA","12/10/15","1.1","0.0","4.0","2.0","1990.0","2500.0","1928.0"
15176924,"638 Sawyer St, San Francisco, CA","1/20/16","0.6","0.0","3.0","2.0","1320.0","2613.0","1947.0"
15177121,"924 Naples St, San Francisco, CA","12/4/15","0.795","0.0","3.0","1.0","1500.0","2509.0","1919.0"
15177425,"749 Prague St, San Francisco, CA","11/10/15","0.83","0.0","","1.0","1250.0","3127.0","1925.0"
15177658,"1012 Saddleback Dr, San Francisco, CA","12/23/15","0.5411","0.0","3.0","2.0","963.0","","1989.0"
15178123,"1143 Naples St, San Francisco, CA","12/16/15","0.95","0.0","5.0","3.0","3034.0","3049.0","1920.0"
15178142,"136 Seville St, San Francisco, CA","12/2/15","0.89","0.0","3.0","2.0","1257.0","2421.0","1921.0"
15178217,"137 Seville St, San Francisco, CA","12/15/15","0.6","0.0","4.0","1.0","1288.0","2657.0","1926.0"
15178486,"34 Pope St, San Francisco, CA","11/30/15","0.92","0.0","4.0","3.0","2083.0","3000.0","1991.0"
15178871,"4 Brumiss Ter, Daly City, CA","11/17/15","0.738","0.0","","1.0","1446.0","2108.0","1927.0"
15179059,"681 Morse St, San Francisco, CA","12/30/15","0.0955","0.0","3.0","1.0","1150.0","2825.0","1906.0"
15179263,"48 Brunswick St, San Francisco, CA","1/14/16","0.92","0.0","2.0","1.0","1120.0","1800.0","1917.0"
15179361,"1142 Prague St, San Francisco, CA","11/25/15","0.981","1.0","","2.0","1770.0","3349.0","1946.0"
15179502,"250 Concord St, San Francisco, CA","12/4/15","0.815","0.0","4.0","3.0","1574.0","1947.0","1959.0"
15179745,"305 Guttenberg St, San Francisco, CA","11/20/15","0.828","0.0","4.0","2.5","1655.0","1960.0","1964.0"
15179953,"4475 24th St APT 2, San Francisco, CA","12/8/15","0.8395","0.0","2.0","1.0","837.0","","1976.0"
15180236,"168 Jersey St, San Francisco, CA","11/10/15","5.7","0.0","4.0","4.5","1140.0","2848.0","1900.0"
15180636,"1069 Capp St, San Francisco, CA","11/25/15","1.68","1.0","","","3140.0","3737.0","1900.0"
15180778,"3709 25th St, San Francisco, CA","11/10/15","1.38","0.0","2.0","1.0","1160.0","750.0","1925.0"
15180783,"430 Fair Oaks St, San Francisco, CA","12/10/15","2.29","0.0","4.0","3.0","2678.0","","1911.0"
15180812,"1257 Dolores St # A, San Francisco, CA","11/16/15","0.86","0.0","1.0","1.0","950.0","","1910.0"
15180820,"1188-1192 Dolores St, San Francisco, CA","12/14/15","1.05","0.0","3.0","2.0","4650.0","2848.0","1909.0"
15181090,"720-722 Clipper St, San Francisco, CA","12/14/15","1.5","0.0","5.0","4.0","3202.0","2581.0","1976.0"
15181104,"4647 25th St, San Francisco, CA","12/22/15","1.45","0.0","3.0","2.5","2041.0","","1978.0"
15181209,"1001 Diamond St # 1001A, San Francisco, CA","11/24/15","3.1","0.0","3.0","2.0","2032.0","1913.0","1892.0"
15181250,"4069 25th St, San Francisco, CA","12/1/15","4.1","0.0","5.0","1.5","1837.0","2848.0","1905.0"
15181449,"267 Clipper St, San Francisco, CA","11/30/15","1.73","0.0","3.0","1.0","1310.0","2613.0","1900.0"
15182002,"1454-1456 Church St, San Francisco, CA","12/23/15","1.51","0.0","","1.0","1416.0","1916.0","1923.0"
15182023,"1381 Sanchez St, San Francisco, CA","12/23/15","2.6","0.0","4.0","3.0","2000.0","1999.0","1900.0"
15182288,"74 Newburg St, San Francisco, CA","12/23/15","2.25","0.0","4.0","2.0","1625.0","1598.0","1941.0"
15182315,"567 27th St # 3, San Francisco, CA","12/23/15","1.4","0.0","3.0","2.0","1600.0","","1989.0"
15182629,"164-166 28TH St, San Francisco, CA","12/30/15","0.675","0.0","","3.0","1775.0","2850.0","1905.0"
15182773,"562 28th St, San Francisco, CA","11/18/15","4.35","0.0","4.0","4.0","3766.0","2848.0","1909.0"
15182794,"647 Duncan St, San Francisco, CA","11/13/15","0.873529","0.0","2.0","2.0","1400.0","2850.0","1938.0"
15183460,"68 30TH St, San Francisco, CA","12/11/15","1.06","0.0","","3.0","2800.0","3049.0","1908.0"
15183723,"1793 Sanchez St, San Francisco, CA","11/10/15","2.26","0.0","4.0","4.0","2110.0","3123.0","1900.0"
15183874,"126-128 Randall St, San Francisco, CA","12/15/15","1.1","0.0","5.0","4.0","2430.0","2500.0","1986.0"
15183908,"1759-1761 Dolores St, San Francisco, CA","11/12/15","1.65","1.0","","","1820.0","1306.0","1910.0"
15183957,"112 Chenery St, San Francisco, CA","11/13/15","1.68","0.0","3.0","2.0","1235.0","1742.0","1927.0"
15184501,"1231 Bosworth St, San Francisco, CA","12/23/15","0.899","0.0","1.0","1.0","600.0","2661.0","1910.0"
15184555,"382 Surrey St, San Francisco, CA","12/24/15","1.9","0.0","3.0","2.5","1625.0","2953.0","1966.0"
15184575,"2576 Diamond St, San Francisco, CA","12/16/15","1.26","0.0","2.0","2.0","878.0","2500.0","1906.0"
15184648,"2563 Diamond St, San Francisco, CA","11/30/15","1.9","0.0","3.0","2.0","1885.0","2500.0","1950.0"
15184744,"2 College Ter, San Francisco, CA","12/4/15","1.13","0.0","2.0","2.0","1606.0","1716.0","1915.0"
15185002,"3001 Castro St, San Francisco, CA","12/21/15","1.7","0.0","4.0","3.0","2755.0","2657.0","1927.0"
15185003,"283 Bemis St, San Francisco, CA","12/10/15","2.15","0.0","4.0","3.0","2020.0","2500.0","1938.0"
15185004,"277 Bemis St, San Francisco, CA","11/20/15","1.15","0.0","2.0","1.0","950.0","2495.0","1956.0"
15185372,"2711 Diamond St, San Francisco, CA","12/14/15","0.142","0.0","","1.0","1022.0","2012.0","1900.0"
15185668,"130 Chilton Ave, San Francisco, CA","11/23/15","1.06","0.0","2.0","1.0","728.0","2500.0","1925.0"
15185909,"55 Mangels Ave, San Francisco, CA","12/1/15","1.45","0.0","3.0","2.0","1480.0","2613.0","1957.0"
15186111,"106 Circular Ave, San Francisco, CA","12/4/15","0.728","0.0","2.0","1.0","1064.0","2178.0","1941.0"
15186139,"163 Monterey Blvd, San Francisco, CA","12/16/15","1.28","0.0","3.0","2.0","1476.0","2809.0","1939.0"
15186444,"80 Danton St, San Francisco, CA","11/23/15","1.61","0.0","3.0","3.0","2000.0","2500.0","1906.0"
15186758,"70 Cotter St, San Francisco, CA","11/25/15","0.85","0.0","3.0","1.0","1290.0","2613.0","1909.0"
15186904,"1257 Alemany Blvd, San Francisco, CA","11/24/15","1.06","0.0","4.0","3.0","2133.0","2247.0","1929.0"
15186967,"344 Moncada Way, San Francisco, CA","12/16/15","1.42","0.0","2.0","1.0","1778.0","5510.0","1925.0"
15187023,"501 Junipero Serra Blvd, San Francisco, CA","11/23/15","1.7","0.0","4.0","2.0","2327.0","9147.0","1924.0"
15187172,"255 Corona St, San Francisco, CA","11/12/15","2.1","0.0","3.0","3.0","3027.0","8276.0","1922.0"
15187751,"1146 Capitol Ave, San Francisco, CA","12/16/15","1.01","0.0","4.0","4.0","1717.0","2809.0","1922.0"
15188028,"229 Lee Ave, San Francisco, CA","12/7/15","0.2275","0.0","","2.0","2298.0","4316.0","1905.0"
15188066,"44 Holloway Ave, San Francisco, CA","11/18/15","0.6385","0.0","2.0","1.0","878.0","2500.0","1901.0"
15188349,"1988 Alemany Blvd, San Francisco, CA","12/30/15","0.86","0.0","3.0","1.0","1466.0","1646.0","1939.0"
15188382,"1145 Cayuga Ave, San Francisco, CA","12/30/15","1.05","0.0","3.0","1.0","1590.0","2178.0","1941.0"
15188390,"1119 Cayuga Ave, San Francisco, CA","12/4/15","0.925","0.0","","1.0","1188.0","2448.0","1939.0"
15188851,"154 Tara St, San Francisco, CA","11/25/15","0.8","0.0","4.0","3.0","1100.0","2600.0","1940.0"
15188921,"158 Howth St, San Francisco, CA","12/14/15","0.85","0.0","4.0","3.0","995.0","2613.0","1925.0"
15189028,"111 Harold Ave, San Francisco, CA","1/11/16","0.72","0.0","2.0","1.0","1087.0","1742.0","1947.0"
15189406,"178 Jules Ave, San Francisco, CA","12/24/15","0.8215","0.0","3.0","1.0","1350.0","2809.0","1946.0"
15190222,"414 Shields St, San Francisco, CA","11/25/15","0.835","0.0","2.0","1.0","781.0","2495.0","1946.0"
15190654,"549 Grafton Ave, San Francisco, CA","11/24/15","0.78","0.0","2.0","1.0","1092.0","2475.0","1915.0"
15190928,"284 Howth St, San Francisco, CA","11/10/15","0.718","0.0","2.0","1.0","1280.0","2247.0","1930.0"
15191017,"229 Tara St, San Francisco, CA","11/13/15","0.89","0.0","3.0","1.0","2050.0","2639.0","1931.0"
15191082,"378 Mount Vernon Ave, San Francisco, CA","12/4/15","0.901","0.0","2.0","1.0","1210.0","2199.0","1939.0"
15191102,"267 Niagara Ave, San Francisco, CA","12/16/15","0.8815","0.0","2.0","1.0","1250.0","2178.0","1931.0"
15191204,"56 Restani Way, San Francisco, CA","12/18/15","0.81","0.0","","2.0","1540.0","2356.0","1954.0"
15191699,"55 Mount Vernon Ave, San Francisco, CA","12/7/15","0.75","0.0","","1.0","930.0","1912.0","1925.0"
15191721,"166 Del Monte St, San Francisco, CA","1/22/16","0.775","0.0","2.0","1.0","977.0","3049.0","1926.0"
15192245,"268 Thrift St, San Francisco, CA","11/25/15","0.75","0.0","2.0","1.0","1000.0","3049.0","1953.0"
15192331,"265 Thrift St, San Francisco, CA","12/11/15","0.7","0.0","","2.0","2529.0","4499.0","1909.0"
15192431,"188 Montana St, San Francisco, CA","12/1/15","0.58","0.0","2.0","1.0","1173.0","2613.0","1907.0"
15192647,"2670 San Jose Ave, San Francisco, CA","12/23/15","0.756","0.0","3.0","1.0","1001.0","2613.0","1949.0"
15192957,"601 Capitol Ave, San Francisco, CA","1/11/16","0.8","0.0","4.0","2.0","2008.0","3428.0","1977.0"
15193738,"400 Head St, San Francisco, CA","11/16/15","0.7","0.0","2.0","1.0","1162.0","1742.0","1946.0"
15193805,"270 Bright St, San Francisco, CA","1/8/16","0.75","0.0","2.0","1.0","1010.0","2500.0","1928.0"
15193859,"265 Minerva St, San Francisco, CA","11/12/15","0.659","0.0","2.0","1.5","967.0","3123.0","1940.0"
15194192,"169 Whipple Ave, San Francisco, CA","11/27/15","0.8","0.0","3.0","1.0","1200.0","2495.0","1928.0"
15194725,"38 Sadowa St, San Francisco, CA","11/20/15","0.72","0.0","3.0","2.5","1360.0","2250.0","1910.0"
15194972,"174 Victoria St, San Francisco, CA","12/9/15","0.72","0.0","3.0","1.0","984.0","2495.0","1940.0"
15195039,"154 Arch St, San Francisco, CA","12/24/15","0.906667","0.0","5.0","3.0","1900.0","2613.0","1940.0"
15195183,"3916 Alemany Blvd, San Francisco, CA","12/30/15","0.4","0.0","3.0","2.0","1300.0","2553.0","1941.0"
15195221,"124 Saint Charles Ave, San Francisco, CA","12/30/15","0.75","0.0","3.0","2.0","1305.0","3497.0","1938.0"
15195552,"954 Huron Ave, San Francisco, CA","12/16/15","0.635","0.0","1.0","1.0","805.0","2674.0","1908.0"
15195675,"115 Sickles Ave, San Francisco, CA","11/20/15","0.765","0.0","3.0","1.0","1750.0","1999.0","1913.0"
15195679,"1088 Huron Ave # 1, San Francisco, CA","12/11/15","0.486","0.0","1.0","1.0","596.0","","1999.0"
15195765,"293 Sagamore St, San Francisco, CA","12/3/15","0.375","0.0","","3.0","1644.0","2631.0","1969.0"
15195766,"297 Sagamore St, San Francisco, CA","12/4/15","0.375","","","","","",""
15195952,"3089 San Jose Ave, San Francisco, CA","12/23/15","0.625","0.0","","1.0","1050.0","1999.0","1938.0"
15196060,"160 Goethe St, San Francisco, CA","11/25/15","0.7","0.0","","1.0","1460.0","2495.0","1918.0"
15196201,"130 Shakespeare St, San Francisco, CA","12/23/15","1.0","0.0","7.0","14.0","1308.0","2500.0","2015.0"
15196282,"33 Santa Cruz Ave # 3, San Francisco, CA","12/10/15","0.83","0.0","3.0","3.0","1738.0","2299.0","1976.0"
15196397,"2955 21st Ave, San Francisco, CA","11/16/15","1.45","0.0","3.0","3.0","2225.0","3920.0","1932.0"
15196408,"2970 22nd Ave, San Francisco, CA","11/25/15","1.9","0.0","5.0","4.0","2975.0","4356.0","1935.0"
15196651,"3045 22nd Ave, San Francisco, CA","12/31/15","1.17","0.0","2.0","1.0","1505.0","3349.0","1951.0"
15196864,"20 Rossmoor Dr, San Francisco, CA","12/4/15","1.45","0.0","3.0","2.5","2076.0","3311.0","1939.0"
15197241,"312 Stratford Dr, San Francisco, CA","12/4/15","1.05","0.0","","1.0","1287.0","4342.0","1941.0"
15197693,"87 Clearfield Dr, San Francisco, CA","12/22/15","1.36","0.0","3.0","2.0","1386.0","3184.0","1951.0"
15197823,"195 Clearfield Dr, San Francisco, CA","12/1/15","0.675","0.0","3.0","2.5","1890.0","3135.0","1957.0"
15197844,"114 Clearfield Dr, San Francisco, CA","12/31/15","1.35","0.0","3.0","2.0","1790.0","3136.0","1951.0"
15197869,"151 Everglade Dr, San Francisco, CA","12/29/15","1.4","0.0","3.0","3.0","1858.0","3136.0","1950.0"
15198105,"266 Country Club Dr, San Francisco, CA","11/10/15","1.21","0.0","3.0","3.5","1466.0","3262.0","1952.0"
15198208,"447 Country Club Dr, San Francisco, CA","12/28/15","0.928","0.0","3.0","1.75","1050.0","3137.0","1954.0"
15198845,"77 Amber Dr, San Francisco, CA","12/24/15","0.015","0.0","3.0","3.5","1682.0","3567.0","1965.0"
15198984,"5 Red Rock Way # 75, San Francisco, CA","12/18/15","0.9","0.0","3.0","2.0","1310.0","","1964.0"
15199198,"215 Red Rock Way APT 306J, San Francisco, CA","11/25/15","0.599","0.0","1.0","1.0","744.0","","1972.0"
15199248,"135 Red Rock Way APT 112L, San Francisco, CA","11/12/15","0.685","0.0","1.0","1.0","830.0","","1972.0"
15199271,"135 Red Rock Way APT 311L, San Francisco, CA","12/9/15","0.605","0.0","1.0","1.0","830.0","","1972.0"
15199286,"95 Red Rock Way APT 202M, San Francisco, CA","12/30/15","0.67","0.0","1.0","1.0","830.0","","1972.0"
15199299,"95 Red Rock Way APT 303M, San Francisco, CA","1/7/16","0.53","1.0","","1.0","592.0","","1972.0"
15199562,"404 Gold Mine Dr, San Francisco, CA","11/20/15","1.55","0.0","4.0","3.0","2271.0","2713.0","1967.0"
15199573,"448 Gold Mine Dr, San Francisco, CA","1/29/16","1.56","0.0","4.0","3.0","2200.0","2935.0","1968.0"
15199947,"179 Topaz Way, San Francisco, CA","11/23/15","2.38","0.0","4.0","4.5","3692.0","2821.0","1973.0"
15200088,"2212 Castro St, San Francisco, CA","12/15/15","3.6","0.0","4.0","4.0","4017.0","2622.0","2007.0"
15200247,"43 Everson St, San Francisco, CA","11/10/15","2.35","0.0","6.0","3.5","4305.0","5227.0","1965.0"
15200386,"232 Bemis St, San Francisco, CA","12/22/15","1.08","0.0","2.0","1.0","1000.0","3497.0","1904.0"
15200392,"288 Bemis St, San Francisco, CA","11/16/15","1.45","0.0","2.0","2.0","1263.0","2613.0","1908.0"
15200453,"5553 Diamond Heights Blvd, San Francisco, CA","11/18/15","1.22","0.0","3.0","2.5","1890.0","2622.0","1969.0"
15200513,"155 Arbor St, San Francisco, CA","12/15/15","1.08","0.0","3.0","1.0","1550.0","2400.0","1937.0"
19333808,"San Carlos St, Carmel, CA","11/25/15","0.995","0.0","2.0","1.0","847.0","4000.0","1958.0"
21698704,"912 Corbett Ave # 2, San Francisco, CA","2/2/16","1.48","0.0","3.0","2.0","1590.0","","1999.0"
35972021,"1101 Pacific Ave, San Francisco, CA","12/29/15","1.0","0.0","3.0","2.0","1458.0","4783.0","2000.0"
35972022,"1101 Pacific Ave APT 302, San Francisco, CA","12/29/15","1.0","0.0","2.0","2.0","1009.0","","2000.0"
48188598,"2333 Jones St, San Francisco, CA","12/29/15","1.18","0.0","","","1494.0","","1927.0"
52266124,"88 King St APT 317, San Francisco, CA","12/15/15","1.16","0.0","2.0","2.0","1205.0","","2000.0"
52422775,"219 Brannan St UNIT 1B, San Francisco, CA","12/23/15","1.1","0.0","2.0","2.0","900.0","","2000.0"
52932794,"150 Grand View Ave, San Francisco, CA","12/14/15","0.0005","","","","","",""
53153325,"10 Carmel St, San Francisco, CA","11/24/15","2.38","0.0","4.0","5.5","1960.0","","1915.0"
53153496,"246 2nd St APT 803, San Francisco, CA","11/12/15","1.23","0.0","2.0","2.0","1097.0","","2000.0"
53153554,"301 Bryant St APT 504, San Francisco, CA","12/1/15","0.1","0.0","","2.0","1239.0","","1998.0"
53153575,"88 King St APT 419, San Francisco, CA","11/16/15","1.25","0.0","2.0","2.0","1115.0","","2000.0"
53734143,"2013 Buchanan St, San Francisco, CA","12/4/15","1.99","0.0","3.0","2.0","2100.0","2328.0","1999.0"
53734188,"2409 Scott St APT 2, San Francisco, CA","11/10/15","1.32","0.0","1.0","1.0","1135.0","","1904.0"
53734200,"2864 Sacramento St, San Francisco, CA","12/10/15","1.51","0.0","3.0","2.0","1768.0","","1900.0"
53734310,"313 2nd Ave APT 6, San Francisco, CA","11/19/15","0.775","0.0","2.0","1.0","896.0","3049.0","1965.0"
54487721,"1800 Bryant St STE 202, San Francisco, CA","2/7/16","0.825","0.0","1.0","2.0","935.0","","2000.0"
54854296,"720 Stockton St APT 3, San Francisco, CA","11/25/15","1.25","0.0","2.0","2.0","886.0","","2001.0"
54854510,"164A Parker Ave, San Francisco, CA","11/30/15","1.16","0.0","2.0","1.0","1152.0","","1917.0"
54854511,"164B Parker Ave, San Francisco, CA","12/3/15","1.21","0.0","2.0","1.0","1192.0","","1917.0"
55004355,"530 Chestnut St APT 407, San Francisco, CA","12/10/15","1.18","0.0","2.0","2.0","1208.0","","2001.0"
58532731,"239 Brannan St UNIT 8C, San Francisco, CA","11/18/15","1.7","0.0","2.0","2.0","1321.0","","2002.0"
58883369,"445 Francisco St APT 304, San Francisco, CA","11/24/15","1.24","0.0","2.0","2.0","1243.0","","2001.0"
59700133,"557 Birch St, San Francisco, CA","12/17/15","1.57","0.0","3.0","3.0","1635.0","1500.0","2001.0"
59700145,"560 Haight St APT 102, San Francisco, CA","12/3/15","1.18","0.0","2.0","2.0","1034.0","","2001.0"
