date,id,author,title,body,star_rating
2013-03-15,R39CYHQ7DYG37V,jody,Not her best,"Harry Potter lovers will be disappointed.  Not her usual imagination and I missed that.  Story matter was rather depressing, many disfunctional families",3.0
2013-03-15,R15HUOCWQA7LVF,QendresaMal,The Casual Vacancy by J.K. Rowling,"After reading the Harry Potter series, I expected a bit more from J.K. Rowling in The Casual Vacancy. The book is based on more realistic issues in the small town of Pagford such as politics, corruption, and wars within a community. The plot starts with a member of the city council passing away, and the struggle of filling in the position escalates to secrets and scandals being publicized. For some readers the similarities between this plot and reality is the reason that they continue reading, as for me, I believe Rowling should stick to writing in the Fantasy department.",2.0
2013-03-15,R2MYDSOKV8WKA9,Erika,Did not finish,"This is the first book in my life which i did not finish. I would never even think that me, who loves HP books, will leave unfinished J.K's book. But that's what happened.",2.0
2013-03-14,RTU71X94YI597,Amazon Customer,An interesting read,"Very interesting book,sometimes amusing insight into human nature, and fallacies. The author proves her talent in adult fiction as well as the younger reader.",4.0
2013-03-14,RPJKWMJ3OAUWV,Shayes,Disappointed,"I expected the vocabulary and descriptive eloquence of the HP series.  Got a trashy, curt story instead.  I don't mind cursing, but only if it enhances the story.  Gratuitous vulgarity is for cheap movies.",2.0
2013-03-14,R3C8WUAN5VLCZR,Amazon Customer,A Long Day's Journey Into ?,"This book has one of the slowest starts in fiction that I can ever recall reading. Once you slog through it, the climax is certainly captivating yet the denouement leaves you wondering whether the journey was worth the time. Rowling demonstrates her prowess at weaving a complex plot, once again, but the reader remains fundamentally unchanged by the events of the book. I appreciated her attempt to write something other than a teen fantasy novel and truly look forward to her next book. Since she has accomplished so much through the Harry Potter series, I am not willing to write her off just yet. This book is competent, just not compelling.",3.0
2013-03-13,R2UEX9KU68YSJE,by candlelight,Worthwhile Message,The book everyone has been waiting for.....what comes after Harry Potter??,4.0
2013-03-13,R2GD0EQS83KTRP,Kharabella,Like this book needs ANOTHER review . . .but what a commentary on privilege and perspective!,"I am STUNNED that this book has gotten so many bad reviews!  I found it to be utterly moving and memorable.  There are no magic spells, but the author who created Harry Potter is certainly evident!",5.0
2013-03-12,R2HW3WDFQG4T1F,NG9,Just so/so,"I felt I owed it to J.K. to buy this book, as her Harry Potter series gave me so many hours of reading pleasure.",3.0
2013-03-12,R2BEGLPQ7A39YD,David Berglund,Thank you J. K. Rowling,"I like J. K. Rowling's ""The Casual Vacancy"" because she shows us that she was worth her Harry Potter's books, and now one more.",4.0
2013-03-12,R3NDIMXMRURNMN,Kashigirl,This book did NOT live up to the Rowling hype!,"I absolutely loved the Harry Potter series so thought I would give this book a try.  I never got into the book nor did I like the verbage that was used.I felt like a salmon swimming upstream.  It was such a ""downer"" to read that I absolutely struggled to get to the end.  Not an enjoyable read!",2.0
2013-03-12,R3INEI9JLPFJD3,Amazon Customer,She's just a great writer,Her characters and plot were interesting and  really drew me in - just like the Harry Potter story.  This one was pretty tragic though.,5.0
2013-03-11,R1XAZN5ZK1ENE3,cspigy,Very disappointed,No one can paint a picture with words like j k Rowling. That being said I found this book pointless and boring. I did not like the characters or care what happened to them. I struggled to finish it.,2.0
2013-03-11,R1FK3OSSY508WE,Ladybug,"Small town folks, big and dense book","Even though I kept in mind that this was Rowling's first adult novel and that she was entitled, just like any other first time author, to make mistakes, I must admit that I didn't particularly enjoy reading it. Moreover, I kept putting it down and finding myself excuses to do anything but read it.",2.0
2013-03-11,R2BFITGYQCNIB8,Denise Haynie,charmless,"Unfortunately, the story line was not particularly compelling.  Worse yet, none of the characters were likable people -- all rather irritating and single dimensional.  None of the adults characters garnered my sympathy.  The adolescent characters were somewhat more likable, but not enough so to make the book a good read.",2.0
2013-03-11,R2I4LZC6VE782U,Y.,It was a terrible book!,"I was shocked after I finished the bookmthat this came out of such a brilliant writer. I love, love her and Harry Potter. But this was just a book with too much going on, bad story and a horrible ending. Hopemthe next one will be better.",1.0
2013-03-11,RUN3KPJZKMD0D,WrayRae99,Surprisingly good,"I originally wanted to read this book because I enjoyed Rowling's writing and style in her Harry Potter series, as well as the books themselves of course. However, The Casual Vacancy is quite different than her previous works and took a little to both get used to and grasp what was going on. Once I did though, I found the book compelling and hard to put down. I define the mark of a good book one that leaves me thinking about it after I have finished reading it and this certainly did. It leaves an impression of life that we sometimes like to forget about, makes us care about people we may not otherwise, and makes us understand our own humanity and that we are all flawed, but those things don't have to define us. It is definitely worth the read.",4.0
2013-03-11,R1R50HOZF0EIHN,Madam Librarian,I want Harry Potter Back!,"It took me a while but I finally finished this bad boy. This was one of those books where I was immediately hooked, then lost interest for a while in the middle, and then got hooked again. There is a lot of back and forth and you have no clue how the story will end.",3.0
2013-03-11,R2WMD6K1MXLJJR,khicks,Boring!!!,The book was very slow and the characters seemed jumbled. Missed the plot. This was written for Harry Potter fans that have grown up and reads like a Harry Potter book...would never recommend or bought it had I known it was going to be like it was.,2.0
2013-03-11,R2U4WLUB0SRTH9,Katie,Recommend,"Don't know what I was expecting but it surpassed my expectations anyway. Enjoyable story, interesting and identifiable characters. Would recommend.",5.0
2013-03-11,R3U5QOQIO1F37E,Krysi Joseph aka boekverslaafde,"No twisted foreshadowing, but a good read nonetheless","I was so excited when I saw my all time favorite author had a new book out. Naturally, I rushed to read it.",4.0
2013-03-11,R2SEKQG2DMB5V4,Samantha Barbosa,Stick it Out - It's Worth It,"Easily 100 pages too long, but strangely addictive if you can make it far enough in to really understand Rowling's web of characters (most of whom are, somehow, both underdeveloped and overdeveloped.) Her efforts to prove that this is certainly, definitely, absolutely not Harry Potter are abundantly obvious.",4.0
2013-03-10,R2236GM9M5XRHR,S. Marshall,The Casual Vacancy,"I pre-ordered this book and anxiously awaited it's arrival.  Having enjoyed the Harry Potter books so very much, I was expecting the same excellent writing style that kept me captivated.  I must say, I was disappointed.",3.0
2013-03-10,RPOFAGVSM8BPO,Melissa,Great book!,Loved this book!  Could not wait to see what would happen next with all the characters. Really enjoyed reading this.,5.0
2013-03-10,R1UTA084LMQKJN,edel sherlock,its not harry potter,great characters..jk has captured every character.  she made me feel angry and sad for all of the characters at some stage. really enjoyed it..waiting for more of the same,5.0
2013-03-10,R3VG790YIJBAX1,amber,take notes,It took me awhile to get all of the characters figured out. I started taking notes to keep them all straight and how they were related. I didn't care about the characters or the story until I was 2/3 of the way done with the book.,3.0
2013-03-10,R1OFKS0MCGCCTY,D. Weber,Major disappointment for a huge fan,"I must agree with the assessment written by S. McKinney. I was extremely disappointed in this book. I am a huge fan of the Harry Potter series, having read each one countless times. Both of my daughters learned to read thanks to those books as well. This book brought dark and depressing to a whole new level. None of the characters were even the least bit likeable. I had to read a quarter of the book before having a firm grasp on all of the characters and their sick, weird, or twisted ways. I continued to read hoping that maybe the end would make up for the rest of the book but found the ending to depress me even more (though I do get the meaning of it, sad as it was).",2.0
2013-03-10,RGDZHL0ETKR3P,Karen Bruns,"Cosy intensity, with lots of grittiness to boot","For me, this novel was a style merger of Barbara Trapido and Irvine Welsh - cosy intensity with a grounding in the gritty underworld. JK Rowling or no JK Rowling, I liked it a lot and am pleased to have read it. And given its size and weight in paper, I am even more pleased that I read it on Kindle.",4.0
2013-03-09,R3JN6D9DQ4H038,Dana Holcomb,Not that great,This book was very confusing. The characters were not well developed. Overall this book was boring and not worth purchasing.,2.0
2013-03-09,RGEJH5V71ENQT,Pen Name,Perfectly Genius,This book carries a literary goddess. Rowling writes to form characters first story later. I have loved every chapter of this book. Her understanding of social mishaps and tense moments of all age groups amazes me. A realists novel.,5.0
2013-03-09,RQU943NTN00NT,veetz,The Casual Vacancy  J.K. Rowling,this is a most wonderful read...I've owned it less that a year and reread it already...this book is driven by its complex characters and the ripples of effect they have on each other...I loved it!,5.0
2013-03-09,R14TJY9R9X0YZW,Ira Yelverton,Disappointed,"After having enjoyed all the Harry Potter books, I expected characters whom I would appreciate.  I found the book depressing in its dealing with what I hope are the baser aspects of life.",2.0
2013-03-09,R3J70K30XWJYI1,Las Vegas,A little boring,"I may be the only person on the planet who hasn't read the Harry Potter series, but there you have it. When I saw J.K. Rowling was venturing into new subject matter, I thought it might be interesting. I found the book to be a bit uneven, and she tried to deal with a lot of serious subjects. But about halfway into the book, I started to feel bored with the whole thing and not very interested in the outcome.",3.0
2013-03-09,R1XRKC8GZLL2U2,Amazon Customer,Boring,"Coldn't master the pateince to finish the book - should stick to ""Harry Potter"".",2.0
2013-03-08,R1156NI6Y1Q8U9,Pamela,A Darker View of a Small English Town,"I found the characters difficult to empathize with...I kept waiting for some redemptive behavior with these kids and adults alike...I had to keep reading it because I was sure the story would end with turning all these mean, petty, selfish, bullying, weak  and deeply flawed personalities into somewhat kind and nice people.......So much for that idea!!!  With that being said, I couldn't put the book down....",3.0
2013-03-08,R256KGKWLXWKPN,V. Black,Great yarn,"Who knew she could write something not Harry Potter?  Never could get too involved in the Potter stories, but when Rowling published this one, I had to have a look. It held my interest, beginning to end.",5.0
2013-03-08,R3SNQEI8P4TJE9,BenevolentMomo,"Well Written, Completely Depressing",Perhaps I missed the point of this book.  Perhaps the point was to bring to light the struggles an imperfections dealt with among all of the classes in this seemingly idyllic town.,2.0
2013-03-08,R1OKEPGRHKQSPJ,Disappointed !,Struggled Thru This,"I struggled to finish this (although I almost quit at least three times) just to see what this book was supposed to be about.  I loved the Harry Potter books and feel Ms. Rowling is brilliant, however, this is the most depressing and 'downer' book I've come across in a long time.  There was not one thing upbeat or made you feel good.  It was not for me but I'm glad I struggled through it so I can appreciate the other reader's comments and see different points of view.",2.0
2013-03-08,R11NJT4XJK2C9A,San Diego Top,Engaging,I found myself pulled into the nuances of the relationships among the central characters.  Some events unfolded as expected while others were a complete surprise.  Great reading.,5.0
2013-03-08,R36YML8KRA2OKL,potterfan2011,Boring,I can't believe this book was so boring. I loved the Harry Potter books. They were full of excitement. I guess I was hoping it would be more eventful. This book was not for me,2.0
2013-03-08,RFV2WYB2X7CZ4,Jean,Huh?,I kept reading because I wanted to finally get it.  I don't think I did but maybe that was the point?,3.0
2013-03-07,R2WK5A6V8NVQM3,JOY RUFFEN,In Process,"This book for me was just not quite up to speed, it leaves a lot that is just missing and what that is, is anyone's guess.  Their was no excitement, intrigue or mystery for me.  Not sure what I was expecting but this book did not deliver it.  That said my prayer is that others will love it.",2.0
2013-03-07,R8NHO3VBGGTD,kchan,Slow to start but a good read overall,"A well written book with a very slow start. It took about a third of the book before I actually felt like I was enjoying it but since I picked this one up for a book club I slogged through it and by the middle, I was actively interested in the characters and their lives. There are a lot of characters and it becomes a muddle of names and relationships for the first hundred or so pages but eventually things start happening and it becomes easier to separate who is related to who and who is sleeping with that other guy.",4.0
2013-03-07,R1MP9THNSIB7TA,B Farrell,entertaining read,"I thought this was a great story. A story about small town politics, badgering of lives and the need for people to interfere with each other. The way that a whole community was entwined and we got a glimpse of what was going on inside each home made this an interesting read. I had a little trouble in the beginning remembering all the characters but as the story developed it became easier. The ending was a good finish and made me feel that what you think you want in life may not be what you really want if circumstances are different.For me this was an enjoyable reading experience and I was sad to reach the end!",4.0
2013-03-07,R2SLGCA7YGJGAL,Wm N. Andersen,No magic in this book.,What a dreary story. It could have been a fine story about these two towns instead it was like a very bad soao opera.,1.0
2013-03-07,RLJ9QWDLH6V6L,Ashley,Glad I read it? Definately.,"When I found out that J.K. Rowling was writing a novel for adults, I knew that I HAD to have it.  I know that the book has gotten a lot of flak for being ""too dark"" or not ""as magical as Harry Potter,"" but I have to say that I really enjoyed the book.",4.0
2013-03-06,R1IM4YDV0QDA54,Bianca,Hmmmmmm.,"I've been trying to read this, but it's hard to keep an interest.  I guess I'm more of a fantasy/sci-fi fan, and perhaps because this is more of a realistic story, so I find it less appealing.  Set it aside after the first five chapters, but I'm not one to give up.  Going to give it another try because JK is a master.",3.0
2013-03-06,R1DIIK9H87EOG9,avid reader,Timely and relevant,"Being a fan of Harry Potter and JK Rowling's writing abilities, I was anxious to read this book.  Although a bit off putting at first, due to language and subject(s) matter, I had to admit that by the end, I was 100% in the author's corner.  Not only does she write with such descriptive imagery, but there is a message there.  One doesn't often realize how one's actions affect others, even if indirectly.  It also shows that bullies do more damage than one can know, as do drugs, and ignorance.  A great character study (as were the Potter books) in all forms of personalities colliding with almost inevitable results.  The audio book is also terrific!",5.0
2013-03-06,RSV7OCVOS938B,Vicki,Same Joanne not a kids book,"This ain't no kids book ... so its not as bad as all the harry potter fans say it is however, its probably not worth your time",2.0
2013-03-06,R2NM5IUBCOCNGE,Jess,Magnificent!,"Absolutely magnificent! I liked every page, every character, every story.",5.0
2013-03-06,R2KKR40DNPH26N,Patti R.,Surprise.,Nothing at all what I expected. JK keeps you entertained and for me was a much better read then Harry Potter.,4.0
2013-03-06,R1QE8ZDVE11RMX,thanos liodos,"Enjoyable,",This story would make a terrific movie and I'd be the first to see it however there are so many characters that it took half the book to get them straight.  They for the most part had common names that blended together or were poorly introduced in the first place.  Parts were very sad and parts were quite funny,4.0
2013-03-06,R22MDUEALCRGUP,girlygirl27,"Overall, good book but lengthy","For the first 30% of this book, I was bored and uninterested.  The characters didn't seem likable to me and I didn't care much for the plot.  But, as time went on, I became more involved in the stories of these tragic characters of a small town even if the plot never really mattered to me.  By the end of the book, I did feel fond of 2 characters and realized the overall development of each one was well written. Although it was a sad and tragic ending, I can honestly say I enjoyed the book overall.  There was some background in the beginning of the book we could have done without- but glad I stuck with it.",4.0
2013-03-06,R2OF9C733SSNO5,Emily,A difficult read,Another Harry Potter fan who hoped this new novel would be a step up or at least sideways in terms of storytelling.,3.0
2013-03-06,RBS1RKGZUVL48,Debby Porter,good read,"It took me several chapters to warm up to this book, so many of the characters seemed so unlikable at first, but stick with it, it's worth it.",4.0
2013-03-06,R1VQGLPBV6Q8EY,Amazon Customer,Here's a tip - make yourself a Dramatis Personae list,"This book has a lot of characters.  Rowling introduces them with last names, relationships, and jobs in the first few chapters. After that she just refers to them by their first names.  Here's a tip:  as you are reading the first few chapters, create a cast of characters listing each person's first and last names, who they are married to, their jobs and their kids' names.  The rest of the book, she just refers to Shirley or Samantha, and you are thinking, now who was she married to?  Perhaps not unexpectedly, the children, Fats, Arf and Krystal, have the most unique personalities and are easiest to tell apart.",3.0
2013-03-05,R17G3HKIBVA5TV,Mzia,Interesting change for Rowling.,The story was rather involved but it moved slowly for me. I found it an average read. The characters were well defined but the story didn't excite me to want to keep reading after it ended.,3.0
2013-03-05,R325UXDEOK19BN,A. Burchfield,The name of the author sold lots of copies!,"I seriously considered buying this book just on the strength of the author's reputation as the writer of the Harry Potter series- I'm glad that I didn't. The ""Potter"" books were very long but easily readable, this book, by the same author- is something else.",2.0
2013-03-05,R1TVV8ZOGZ44W5,A. Cusick,Great Quality!,I purchased this book for a Book Club selection.,5.0
2013-03-05,R2TCLI7F7DLX9M,T. J. S.,dont bother,tough read. hard to follow. too many characters.  she needs to stick to tween books. Will resell it if I can.,1.0
2013-03-05,R35RFVM3A9LODC,ullahoo,Brilliant!,"It must have taken J.K. Rawling a lot of courage to write this book, and a lot of courage of the publisher too!",5.0
2013-03-05,RT1IK5KVP175S,SUEDYE,The Casual Vacancy,Very ordinary. Too many characters. Cashing in on Harry Potter. Not a good story line. Disappointing. Such a talented writer could definitely do better.,1.0
2013-03-04,R2H4TPLG3VASP,baseballblondie,Not what I expected,"When Barry Fairbrother dies suddenly, the small town of Pagford is in shock. His death leaves an open position on the town's council. As different people vie for the position, long held secrets are brought to light and the peaceful town of Pagford isn't nearly as peaceful as it seems.",2.0
2013-03-04,R2NOR6MDKH6NTU,blueheron,Why not have a character list in the beginning of the book?,"I had to make a list of the characters in order to recall who everybody was.  Other than that little criticism, I loved the book.  She is a very talented writer with excellent character development.  It has nothing to do with the HP books and I didn't expect it to.",5.0
2013-03-04,R2JRNRX5WU21FN,Sandra  Lojek,Not What I expected,"The book is not bad it just has too many characters,. and it doesnt get to the story until after chapter 8 , so it is kind of a drag;",3.0
2013-03-04,R1VJDQP9CJFMJL,M.Jacobsen,Rowling proves she is a first-rate storyteller,"It took me a good six months to get through this book because I chose to listen to the audiobook instead of reading it.  With kids around, I found it difficult to find time where I could turn on the book and listen, lol.  As you're probably aware, this is JK Rowling's first ""adult"" novel.  (Personally, I think more adults than kids loved her Harry Potter series, but since everyone insists on categorizing them Young Adult, who am I to argue?)",5.0
2013-03-04,R1ZK23KBRBZWSD,Lisa,So different (not in a good way!),"Ugh.  That's all I thought pretty much through the entire book.  The characters had little or no redeeming qualities until the end, possibly.  Would I recommend it?  You want to read something icky?",2.0
2013-03-04,R31OCCNBV0ASSP,Mary G. Hershey,Nothing like previous books but excellent characters,"I certainly wasn't expecting such a strong dose of reality! Set in a small town in England, the characters are well drawn and the story is engaging. Not for kids under 16, I would say.",4.0
2013-03-04,R3RWL39LMOWSQ8,kirsten,Worth a Read,"It's hard to beat Harry Potter but this adult novel is not bad. It takes an in depth look at a small British town and how one man's death brings up a host of issues. Perhaps she tries to deal with too much as she goes into poverty, drug abuse, teenage problems, adoption, OCD behavior, divorce etc etc, although the story is interesting and well written. The ending is a bit weak and lets down the story. Worth a read anyway.",4.0
2013-03-03,RZNUT8VX31CZU,A Libras,Lost in the Shuffle...,"...or the slush-pile on some editor's desk.  That's probably where this novel would have ended had it been submitted under another author-name.  I loved the Harry Potter series, not for it's world and fantasy elements, so much as Ms. Rowling's genius with character and character interactions.  I do enjoy a well-written fantasy world, but frankly, other authors have done that aspect more deftly than Ms. Rowling did.  Her characters, however, invite deserved comparisons with Dickens' own cast of unforgettables.  I wouldn't go so far as to say she reaches Dickens' level, by any means, but she certainly is one of the few to approach his style of handling fictional persons in so totally unfeigned a manner.",2.0
2013-03-03,R3HL0AXNMPKBZ,Kindle Customer,Very disappointing book,"I realize Ms Rowling might have been attempting to break away from the HP image by doing something extremely different, but this book was not to my taste.  I had to force myself to finish it.  I kept waiting for something positive to occur.  The characters are all losers in one way or another, and have very few redeeming qualities.  It was depressing.",2.0
2013-03-03,R224QE3HMGW93V,helen,Excellent book!,"This book starts off slow, but the author does such a good job developing the characters.  I loved it!  I am anxiously looking forward to more books by JK Rowling!",5.0
2013-03-03,R2T7852HWLBNLK,Cynthia Pury,Reminds me of everything I like about Tom Wolfe,"I loved Bonfire of the Vanities and A Man in Full. The Casual Vacancy reminds me more of these two Wolfe novels than of the Harry Potter series. Lots of characters (OK, Harry Potter has that too), lots of realistic social issues, and a sharp focus on both the petty and grand social issues that confront all of us. No fantasy, but a thought-provoking, moving story.",5.0
2013-03-03,R3AOYJL800GHMB,Snyds,I LOVED this book!,"My friend loaned me this book with the caveat that she didn't like it and couldn't finish it. So I wasn't expecting much. But I was so wrong! I am a JK Rowling fan and have loved all the HP books. I'm also closer to JK's age than the YA audience of the HP world. So that's my perspective. I was just so happy to finally be reading a book written by JK Rowling again. I realized in reading this book that I love her writing style. She does such an excellent job at developing the characters and the story in very subtle ways. There were a lot of characters, and I found myself getting a little confused at the beginning, but that is not unusual. It happens with a lot of books, especially the really good ones. The book draws you in and gets you invested in these characters, despite the fact that none of them are very likable. That was actually what I found most surprising about this book. You have this cast of characters that all are either terrible people or woefully flawed, and you still are rooting for them and want to keep reading to see what is going to happen. I didn't want the book to end. It's one of those books that could just keep going and going, since it's not really about very much to begin with. And that is a testament to JK Rowling's writing style that I could enjoy reading a book about nothing, more than a badly written book that actually has a more ""identifiable"" plot. I can't wait for her to write more!",5.0
2013-03-03,R2XRO5HCOH4GTV,JM,Stick with it,"Starts out slow and develops slowly, builds momentum.",4.0
2013-03-03,R3KD7H7K2I4OZQ,DakotaBoy,Boring,Read the first 103 pages. Boring. Boring. Boring. Did not read the last 400 pages. I'm sure they are just as boring.,1.0
2013-03-02,R3P6M24L1027FZ,J. Acosta,Not really,"If her name had been Johnson, it wouldn't even have made it past the first reader in the publishing house.  Cartoon characters behaving in each frame as they should.  Wrapped up in a tidy package at the end.",1.0
2013-03-02,R389YNEN05XU5X,Peg Walker,There were too many characters.,The book had a slow start. There were some interesting characters but almost too many. It was difficult to keep them straight. About halfway through the book the story took on some energy and there was some good character development and a few surprises which I liked.  The F word was overdone.,3.0
2013-03-02,R20Z3FTCKUK9H0,BARBARA STRONG,JK Rowling - Casual Vacancy,I was very disappointed -  actually  I thought it quite boring up to the ten chapters I read - not interested in any future adult RK R,2.0
2013-03-02,R3CMX20PNV2CD2,F. B. Craig,Forget everything you think you know before you read,"Somehow, I had it in my head that Rowling was writing a murder mystery and this was it. It starts off (I knew before I even bought it) with a death. But A Casual Vacancy makes me think in a way of Tennessee Williams. He described Cat on A Hot Tin Roof as a day in the life. We peer in on a family and see how they have created their own ruts. Well, Rowling's book is like that only expanded to an entire community and a longer period of time. Her introduction of characters is brilliant (learning first from one point of view and then another). The title has its own depth as well. There is a part toward the end that was cliche and made me groan when I saw it coming, but overall it was a good read and good addition to my bookshelf. (For all you Harry Potter fans, this is an adult book--great for those who grew up with Harry and are now adults but not for those who are still kids).",5.0
2013-03-02,R1M2OKM3F5EH5R,stephan,Love all her books,How could you go wrong with a book from J.K. Rowling. Glad to read more after having enjoyed Harry Potter so much. Also glad to move on and try something new from her.,5.0
2013-03-02,RNEVFWWNSCMF1,Jill,Did J K Rowling actually write this book?,"I wish this wasn't my review of her effort after the Harry Potter series, but I was really disappointed.  There was none of the excellent description and fleshed out characters of her other books.  The germ of the idea for this book was valid, but the execution seemed sophomoric. Was it ghost written?  On some level, I hope so because she can do so much better.",3.0
2013-03-02,R9D1JZOV2J288,RobinL,"A grown-up Harry Potter fan, blindsided by dreck","When you read children's books, shallow, stereotypical characters are a huge part of the fun - done so well by JK Rowling, Lemony Snicket, Roald Dahl, et al. When you read adult fiction, the expectation is for significantly more nuance, unless it's really good satire. Which this book is not. If Ms. Rowling was attempting to write a funny send-up of society along the lines of John Mortimer or Ruth Rendell or Alexander McCall Smith, she failed. Her characters are small, mean, selfish, unattractive cardboard cutouts, so empty as to be totally lacking credibility. The story line wavers and wanders from one extreme setting to another - from the slovenly addict's hovel to the miserable high school classroom to the abusive suburban household. Much of the dialogue is an exercise in overused foul language. I forced myself to keep reading only because I was astonished at how bad it was, wondering where on earth it was all leading. What was the point? Would any of these horrible characters be redeemed? What was the author's vision? Where was her editor?",1.0
2013-03-02,R21E316ZUG4LM9,Spiritparticles,A British Version of Fox News,"The only likable character in this story is the dead guy and he dies on page two.  Every character was an insipid, self-centered image of today's looking out for number one society.  I had no idea the UK was turning into the same as half of America. It's still a readable story, although I kept being overcome with the desire to throw it at the wall, to try and hurt the characters as much as they were hurting me.",3.0
2013-03-02,R2Y0EEK5BV9MB1,Cranky,"Brilliant, nuanced, heart-breaking","The Casual Vacancy is so much more than a big book about a small town. It beautifully and tragically depicts how we are all connected in our lives... The nobility of the disadvantaged and the recklessness of the fortunate come together in this intense, richly detailed novel. Ms. Rowling has written yet another gem.",5.0
2013-03-02,R1IHP8C2C083XV,Reader Gail,Thought Provoking,"A host of complex characters kept me tied to this book.  The issue of how best to deal with disadvantaged young people as well as the difficulty of communicating in a meaningful way in ""normal"" families is presented in the compelling format of small town competition and politics. The reader is left to sift through all the different behaviors of the characters from courageous and caring to hateful, spiteful, and vindictive.  The last chapter left me more hopeful about the human race.",4.0
2013-03-02,RHW6SO4ITGU4Z,hunt,Great,Perfectly written. Shows how linked together a small town really is. Every character is relatable and you always want to know what's going to happen next. You also come to see how one life can affect so many others in various ways.,5.0
2013-03-01,R1BU8FTNTONVGZ,Sharon M Pervola,An OK READ,"AN OK READ!  The book was a little hard to get involved in. Some of the language used was hard to understand, the British slang and wording took away from the storyline.",3.0
2013-03-01,R1X68ES7Q70F49,MO,The casual vacancy,Very disappointing from the author of the Harry potter series that captivated me.  Not much to like about the characters.  I probably should have put the book down before I got halfway through. I hope for something better the next time. I will not preorder.,1.0
2013-03-01,R1UI1FLD3EXV2E,L. M. Thorne,Not to thrilled.....,"Maybe it's me but I could NOT get into this book at all. I barely made it to 85 pages and gave it away. I felt she is way too wordy and it seemed to drag on and on before getting to any point. I just wanted to throw the book against the wall I was so bored with it. I had a really hard time concentrating on the story. I love the Harry Potter books and read them all no problem, just not too thrilled with this attempt.....",1.0
2013-03-01,R32OOS6DWN8IUU,Kindle Customer,nothing exceptional but a good way to pass the time,"Lots of interesting characters and it's an interesting story, but it seemed a bit long.  I'm not sure her style changed  much from the HP books.",3.0
2013-02-28,R3EVQXOKF2SHEK,Laura Besley,The Casual Vacancy,"In the style of a modern-day Dickens (too many characters and too much description) J.K. Rowling's first novel for adults gets off to a slow start. The small village of Pagford, where all the many characters are interlinked in one way or another, is thrown into disarray when a local councillor suddenly dies. The fight for the seat brings out the worst in the community: adults and children alike. Eventually picking up, this has a dramatic, satisfying and thought-provoking ending.",3.0
2013-02-28,R14SUBM9DOGDO9,Marci,Huge disappointment,"I read and enjoyed the Harry Potter series, so I expected quality storytelling. Instead, this book is full of the most horrible, unlikable, mean and selfish characters imaginable. The story line is contrived and unbelievable. I am sorry I spent my time reading this to the end. One of the worst books I have ever read.",1.0
2013-02-28,R10MUW1GADDYO9,Chris,Only for adult readership,"This book shouldn't be mistaken as young reading material. Although all of J.K. Rowlings books appeal to adults in some way, The Casual Vacancy is different from Harry Potter because it is frank and vivid in describing sex, drug addiction and the often harrowing burdens of mental illness.",5.0
2013-02-28,R3AVWVVM6EX06H,S. Kynor,Good story telling but none of the Rowling magic.,I was eager to read this book because Ms. Rowling is one of my favorite authors.  The first half of the story is very well written but there are a lot of characters to keep track of.  Unfortunately  I found myself skimming through the second half.  The central conflict was not dire enough to make me really care for the characters plight.  I do however enjoy her style and hope her next adult fiction book simply has a more interesting premise.,3.0
2013-02-28,R1O6DS9I444G4A,Kristin,Comfort the disturbed and disturb the comfortable.,"Yes, this is by the author of the Harry Potter series.  No, this is NOT IN ANY WAY a book for children or young adults.",5.0
2013-02-28,R3E9GON5GUUH98,Tamara,Great read for smart people,Love this Rowling is a writer with a lot to say.  I look forward to seeing what she does next.,5.0
2013-02-28,R3J4BXZNPVXBGK,Gr;ammy,The Casual Vacancy--,Too much jumping around in story--characters get confusing. It was a disappointment considering the reputation of the writer. Hopefull the next adult book will be more enticing.,3.0
2013-02-28,R8MUT46LMYTXV,Stefanie Z,An honest look at the novel,"The Casual Vacancy is an adult novel that explores major themes of racism, social class and poverty, and abuse. These are just a few of the themes found in the book. Because it's an adult novel, it's going to be hard to read at times and also brutally honest about human nature. Rowling's characters are all flawed and that's okay. She works with them to expose human nature. Her character development is incredible. It's difficult to stay with as she switches from character to character, but she ties them all together at the end. The novel is very well written, although complex.",4.0
2013-02-28,R2KV6M1THBWWO2,Cheryl Bond,J K Rowling Casual Vacancy,My grandson has collection of all of her books in hard back and I wanted to surprise him by ordering this one on pre order... He so loves her writing as I do and was so glad to get another great book,5.0
2013-02-27,R183TM1QPTOFRV,constant reader,A social satire with a heart. J.K. Rowling for grown-ups!,"J.K. Rowling's first novel for adults is realism at it's best. It's magic can be found in her uncanny ear for dialogue, her wonderful wit, and her mastery of the details of everyday life. She presents her characters with great satire but no malice -- even those who are rather unlikeable are treated with sympathy. The first few chapters touch on the rather mundane topic of a vacancy of the parish (i.e., town) council. I wondered how on earth she was going to sustain this premise for an entire novel. However, I became so involved in the tragi-comic lives of the characters (who are NOT difficult to keep track of) that I wished the book would go on for many more chapters. I also wished for much happier endings for the teenagers. (Despite knowing that if Crystal had lived in my town I would have judged, feared, and loathed her, halfway through the novel I was rooting for her and hoping she could turn her life around.) For the most part, the adults received their just desserts.",5.0
2013-02-27,R3P3NL6C1WCJLB,Kitty Bug,An Interesting Read,It was a very interesting fast moving story.  It gave you a lot to think about when examining the characters.  It was a very different kind of story which made it a more enjoyable read although the story is intense.,4.0
